Location,Fuel_Type,Transmission,Owner_Type,Seats,Price,mlg,age,make,model,mileage_new,engine_new,power_new,KM_Driven
Kochi,Petrol,Manual,First,5.0,3.29,17.7,11,honda,city,17.7,1497.0,78.0,69
Delhi,Diesel,Manual,First,5.0,9.5,28.09,4,maruti,ciaz,28.09,1248.0,88.5,41
Pune,Petrol,Manual,Second,5.0,2.2,17.5,10,maruti,swift,17.5,1298.0,85.8,109
Pune,Diesel,Manual,Second,7.0,6.75,25.47,7,maruti,ertiga,25.47,1248.0,88.5,105
Chennai,Diesel,Manual,First,5.0,3.8,23.59,7,toyota,etios,23.59,1364.0,67.04,179
Hyderabad,Diesel,Manual,First,5.0,6.2,20.14,5,volkswagen,polo,20.14,1498.0,88.8,50
Chennai,Diesel,Manual,First,5.0,2.3,19.2,13,mahindra,renault,19.2,1461.0,65.0,35
Jaipur,Diesel,Manual,First,5.0,5.65,27.3,5,honda,jazz,27.3,1498.0,98.6,63
Kochi,Diesel,Manual,First,5.0,5.6,25.8,5,honda,amaze,25.8,1498.0,98.6,62
Coimbatore,Diesel,Manual,First,5.0,7.39,26.59,4,maruti,swift,26.59,1248.0,74.0,38
Chennai,Petrol,Manual,First,5.0,4.45,18.6,7,maruti,swift,18.6,1197.0,85.8,49
Jaipur,Diesel,Manual,Second,7.0,6.0,15.96,8,mahindra,bolero,15.96,2523.0,62.1,105
Chennai,Diesel,Manual,First,5.0,5.25,22.9,6,maruti,swift,22.9,1248.0,74.0,35
Chennai,Petrol,Manual,Third,5.0,1.5,13.8,16,ford,ikon,13.8,1299.0,70.0,129
Coimbatore,Diesel,Manual,First,5.0,8.12,20.14,2,volkswagen,polo,20.14,1498.0,88.0,33
Coimbatore,Diesel,Manual,First,7.0,6.12,13.6,8,mahindra,bolero,13.6,2523.0,63.0,60
Coimbatore,Diesel,Manual,First,5.0,10.88,25.1,3,honda,city,25.1,1498.0,98.6,45
Kolkata,Petrol,Manual,First,5.0,3.5,18.2,6,chevrolet,sail,18.2,1199.0,82.5,9
Kochi,Petrol,Manual,First,5.0,6.15,18.6,4,hyundai,i20,18.6,1197.0,81.83,42
Kolkata,Diesel,Manual,First,7.0,5.95,20.77,7,maruti,ertiga,20.77,1248.0,88.76,53
Bangalore,Petrol,Manual,First,5.0,5.75,18.5,5,hyundai,i20,18.5,1197.0,80.0,59
Ahmedabad,Diesel,Manual,First,5.0,4.75,20.45,6,renault,duster,20.45,1461.0,83.8,55
Hyderabad,Diesel,Manual,Second,7.0,3.3,17.21,7,mahindra,quanto,17.21,1493.0,100.0,80
Hyderabad,Diesel,Manual,First,5.0,4.39,19.3,9,maruti,swift,19.3,1248.0,73.9,81
Kochi,Diesel,Manual,First,5.0,6.2,25.2,2,maruti,swift,25.2,1248.0,74.0,52
Pune,Petrol,Manual,First,8.0,1.45,19.7,10,maruti,omni,19.7,796.0,35.0,60
Hyderabad,Diesel,Manual,First,5.0,6.9,20.45,6,nissan,terrano,20.45,1461.0,83.8,59
Coimbatore,Petrol,Manual,First,5.0,2.44,14.7,10,chevrolet,aveo,14.7,1150.0,76.0,64
Kolkata,Diesel,Manual,First,7.0,1.95,13.6,20,mahindra,bolero,13.6,2523.0,63.0,124
Mumbai,Petrol,Manual,First,5.0,4.35,19.1,6,hyundai,xcent,19.1,1197.0,82.0,7
Hyderabad,Petrol,Manual,First,5.0,2.9,21.1,5,hyundai,eon,21.1,814.0,55.2,68
Delhi,Diesel,Manual,First,5.0,2.9,22.07,7,volkswagen,polo,22.07,1199.0,73.9,64
Pune,Diesel,Manual,First,5.0,8.9,24.3,4,maruti,vitara,24.3,1248.0,88.5,21
Coimbatore,Petrol,Manual,First,5.0,3.95,21.1,4,hyundai,eon,21.1,814.0,55.2,14
Delhi,Diesel,Manual,First,5.0,4.65,21.27,6,hyundai,i20,21.27,1396.0,88.76,67
Chennai,Diesel,Manual,First,8.0,2.9,13.6,14,mahindra,bolero,13.6,2523.0,63.0,82
Chennai,Petrol,Manual,First,5.0,1.45,15.9,13,maruti,esteem,15.9,1298.0,85.0,30
Delhi,Petrol,Manual,Second,5.0,3.5,17.0,7,hyundai,i20,17.0,1197.0,80.0,48
Kochi,Diesel,Manual,First,7.0,10.79,21.9,3,honda,br-v,21.9,1498.0,98.6,32
Jaipur,Petrol,Manual,First,5.0,5.12,19.1,3,hyundai,xcent,19.1,1197.0,81.86,28
Mumbai,Petrol,Manual,First,5.0,5.7,20.89,3,maruti,ignis,20.89,1197.0,81.8,7
Hyderabad,Petrol,Manual,First,5.0,1.25,13.8,13,ford,ikon,13.8,1299.0,70.0,92
Kolkata,Petrol,Manual,First,5.0,2.65,20.36,7,hyundai,i10,20.36,1197.0,78.9,25
Kolkata,Petrol,Manual,Second,5.0,1.5,18.6,10,chevrolet,beat,18.6,1199.0,79.4,35
Jaipur,Diesel,Manual,First,5.0,9.75,28.09,3,maruti,ciaz,28.09,1248.0,88.5,36
Chennai,Petrol,Automatic,Third,5.0,1.96,16.4,15,honda,city,16.4,1497.0,78.0,100
Bangalore,Petrol,Manual,First,5.0,2.75,24.07,9,maruti,alto,24.07,998.0,67.1,64
Chennai,Diesel,Manual,First,5.0,2.8,21.9,11,hyundai,i20,21.9,1396.0,90.0,47
Jaipur,Diesel,Manual,First,5.0,4.15,24.0,6,hyundai,grand,24.0,1120.0,70.0,64
Pune,Diesel,Manual,Second,5.0,3.27,23.2,5,maruti,ritz,23.2,1248.0,73.94,65
Pune,Petrol,Manual,First,5.0,6.3,18.6,4,hyundai,i20,18.6,1197.0,81.83,21
Coimbatore,Diesel,Manual,First,5.0,11.31,24.3,3,maruti,vitara,24.3,1248.0,88.5,18
Pune,Petrol,Manual,First,5.0,6.0,20.73,6,maruti,ciaz,20.73,1373.0,91.1,49
Kochi,Petrol,Automatic,First,5.0,5.43,17.5,7,nissan,sunny,17.5,1498.0,99.6,37
Hyderabad,Diesel,Manual,First,5.0,4.65,22.07,8,volkswagen,polo,22.07,1199.0,73.9,62
Hyderabad,Diesel,Manual,First,7.0,7.5,20.77,5,maruti,ertiga,20.77,1248.0,88.8,59
Jaipur,Diesel,Manual,First,5.0,6.25,26.59,5,maruti,swift,26.59,1248.0,74.0,60
Mumbai,Petrol,Manual,First,5.0,3.15,19.4,7,honda,brio,19.4,1198.0,86.8,17
Hyderabad,Petrol,Manual,First,5.0,2.3,16.0,12,hyundai,i10,16.0,1086.0,66.7,80
Kochi,Diesel,Manual,First,5.0,7.4,28.09,3,maruti,ciaz,28.09,1248.0,88.5,41
Pune,Petrol,Manual,Second,5.0,1.55,13.8,14,ford,ikon,13.8,1299.0,70.0,98
Pune,Petrol,Manual,Second,5.0,6.0,16.2,3,volkswagen,polo,16.2,1199.0,74.0,54
Chennai,Petrol,Manual,First,5.0,5.9,18.7,4,honda,jazz,18.7,1199.0,88.7,17
Bangalore,Diesel,Manual,Second,5.0,4.7,25.8,7,honda,amaze,25.8,1498.0,98.6,33
Hyderabad,Diesel,Manual,First,5.0,6.5,22.54,5,hyundai,i20,22.54,1396.0,88.73,86
Hyderabad,Diesel,Manual,First,5.0,3.55,21.1,8,maruti,ritz,21.1,1248.0,73.9,146
Pune,Diesel,Manual,First,5.0,7.99,24.3,3,maruti,vitara,24.3,1248.0,88.5,38
Bangalore,Petrol,Manual,Second,5.0,4.1,17.0,11,hyundai,i20,17.0,1197.0,80.0,64
Hyderabad,Petrol,Automatic,First,5.0,3.95,24.07,3,maruti,alto,24.07,998.0,67.1,25
Kochi,Petrol,Manual,First,5.0,4.38,21.1,4,hyundai,eon,21.1,814.0,55.2,36
Mumbai,Petrol,Manual,First,5.0,2.75,20.36,9,hyundai,i10,20.36,1197.0,78.9,35
Bangalore,Diesel,Manual,First,5.0,6.6,22.77,7,ford,ecosport,22.77,1498.0,98.59,62
Jaipur,Diesel,Manual,Third,5.0,1.28,20.0,10,ford,figo,20.0,1399.0,68.0,100
Pune,Petrol,Manual,Third,5.0,1.2,14.49,14,chevrolet,aveo,14.49,1399.0,92.7,78
Coimbatore,Petrol,Manual,First,5.0,4.31,18.5,7,maruti,ritz,18.5,1197.0,85.8,57
Coimbatore,Petrol,Manual,First,5.0,5.64,18.9,3,hyundai,grand,18.9,1197.0,82.0,74
Pune,Petrol,Manual,Second,5.0,2.85,17.5,12,maruti,swift,17.5,1298.0,85.8,64
Delhi,Petrol,Manual,First,5.0,3.5,13.0,9,honda,city,13.0,1343.0,90.0,100
Jaipur,Diesel,Manual,First,5.0,7.5,20.46,6,renault,duster,20.46,1461.0,83.8,75
Kochi,Petrol,Manual,First,5.0,4.7,19.1,5,hyundai,xcent,19.1,1197.0,82.0,41
Hyderabad,Petrol,Automatic,First,5.0,8.5,22.0,3,maruti,dzire,22.0,1197.0,81.8,13
Kochi,Petrol,Manual,First,5.0,3.51,22.74,3,maruti,alto,22.74,796.0,47.3,54
Bangalore,Diesel,Manual,First,5.0,2.65,25.44,8,chevrolet,beat,25.44,936.0,57.6,40
Kochi,Petrol,Manual,First,5.0,3.52,20.51,5,maruti,wagon,20.51,998.0,67.04,43
Mumbai,Petrol,Manual,First,5.0,5.25,20.85,5,maruti,swift,20.85,1197.0,83.14,19
Chennai,Petrol,Manual,First,5.0,3.25,18.5,10,hyundai,i20,18.5,1197.0,80.0,67
Pune,Diesel,Manual,First,5.0,8.5,15.0,3,maruti,s,15.0,1248.0,88.5,32
Kolkata,Diesel,Manual,First,5.0,4.9,24.0,3,hyundai,grand,24.0,1186.0,73.97,14
Kolkata,Diesel,Manual,First,5.0,2.9,25.2,8,maruti,swift,25.2,1248.0,74.0,52
Coimbatore,Diesel,Manual,First,5.0,7.83,27.39,2,maruti,baleno,27.39,1248.0,74.0,25
Bangalore,Petrol,Manual,Second,5.0,2.0,13.2,12,hyundai,accent,13.2,1495.0,94.0,72
Hyderabad,Diesel,Manual,First,5.0,6.25,25.2,4,maruti,swift,25.2,1248.0,74.0,54
Coimbatore,Petrol,Automatic,First,4.0,3.19,21.9,4,tata,nano,21.9,624.0,37.48,24
Ahmedabad,Diesel,Manual,First,7.0,7.75,25.47,3,maruti,ertiga,25.47,1248.0,88.5,63
Delhi,Petrol,Automatic,Second,5.0,3.2,23.1,6,maruti,celerio,23.1,998.0,67.04,35
Delhi,Diesel,Manual,First,5.0,4.9,25.2,5,maruti,swift,25.2,1248.0,74.0,63
Chennai,Diesel,Manual,First,5.0,1.15,17.2,12,tata,indica,17.2,1396.0,53.5,77
Kochi,Petrol,Manual,First,5.0,8.46,18.2,2,honda,jazz,18.2,1199.0,88.7,20
Kolkata,Petrol,Manual,First,5.0,3.25,16.78,7,toyota,etios,16.78,1496.0,88.73,42
Hyderabad,Petrol,Manual,First,5.0,2.6,19.7,8,maruti,alto,19.7,796.0,46.3,67
Coimbatore,Petrol,Manual,First,5.0,5.2,20.4,4,maruti,swift,20.4,1197.0,81.8,37
Pune,Petrol,Manual,Third,5.0,1.8,19.0,11,maruti,a-star,19.0,998.0,66.1,85
Chennai,Petrol,Manual,First,4.0,1.6,25.4,9,tata,nano,25.4,624.0,37.48,35
Kolkata,Diesel,Manual,First,5.0,2.5,25.5,5,ford,figo,25.5,1498.0,99.0,72
Jaipur,Petrol,Manual,First,5.0,2.5,16.0,9,fiat,linea,16.0,1368.0,90.0,48
Coimbatore,Petrol,Manual,First,5.0,6.7,18.16,3,ford,figo,18.16,1196.0,86.8,28
Hyderabad,Petrol,Manual,First,5.0,1.2,15.4,15,maruti,baleno,15.4,1590.0,94.0,92
Hyderabad,Diesel,Manual,First,5.0,2.2,25.0,4,tata,indica,25.0,1396.0,69.0,73
Kolkata,Petrol,Manual,Second,5.0,1.5,18.5,9,maruti,ritz,18.5,1197.0,85.8,50
Coimbatore,Petrol,Automatic,Second,5.0,5.08,16.95,6,hyundai,i10,16.95,1197.0,78.9,41
Kolkata,Petrol,Manual,First,5.0,1.46,18.6,10,chevrolet,beat,18.6,1199.0,79.4,17
Pune,Diesel,Manual,Second,5.0,2.05,17.8,13,ford,fiesta,17.8,1399.0,68.0,112
Coimbatore,Diesel,Manual,First,5.0,4.08,20.0,6,ford,figo,20.0,1399.0,68.0,74
Hyderabad,Petrol,Automatic,First,5.0,4.55,23.1,6,maruti,celerio,23.1,998.0,67.04,44
Bangalore,Petrol,Manual,First,5.0,2.45,18.9,10,maruti,wagon,18.9,998.0,67.1,81
Hyderabad,Petrol,Manual,First,8.0,2.35,16.8,7,maruti,omni,16.8,796.0,34.2,26
Coimbatore,Petrol,Manual,First,5.0,4.32,22.5,5,maruti,wagon,22.5,998.0,67.04,72
Mumbai,Petrol,Manual,First,5.0,5.85,18.6,2,hyundai,i20,18.6,1197.0,81.83,19
Bangalore,Petrol,Manual,Second,7.0,6.25,16.02,7,maruti,ertiga,16.02,1373.0,93.7,68
Mumbai,Diesel,Manual,First,5.0,9.75,23.65,3,maruti,sx4,23.65,1248.0,88.5,26
Hyderabad,Diesel,Manual,First,5.0,4.1,22.07,9,volkswagen,polo,22.07,1199.0,73.9,75
Chennai,Petrol,Manual,First,5.0,6.5,18.7,4,honda,jazz,18.7,1199.0,88.7,23
Pune,Diesel,Manual,First,5.0,4.75,23.4,7,maruti,swift,23.4,1248.0,74.0,88
Kolkata,Petrol,Manual,First,5.0,6.35,18.6,2,hyundai,i20,18.6,1197.0,81.83,11
Hyderabad,Diesel,Manual,First,5.0,8.5,27.4,2,honda,amaze,27.4,1498.0,98.6,12
Chennai,Diesel,Manual,First,7.0,5.5,24.2,5,honda,mobilio,24.2,1498.0,98.6,65
Kochi,Diesel,Manual,First,7.0,6.56,20.77,7,maruti,ertiga,20.77,1248.0,88.8,39
Pune,Petrol,Manual,First,5.0,2.3,24.07,6,maruti,alto,24.07,998.0,67.1,49
Pune,Diesel,Manual,Second,10.0,3.5,13.1,16,toyota,qualis,13.1,2446.0,75.0,77
Kochi,Petrol,Manual,First,5.0,4.55,20.36,4,hyundai,i10,20.36,1197.0,78.9,21
Mumbai,Petrol,Manual,Second,5.0,5.25,18.6,5,hyundai,i20,18.6,1197.0,81.83,37
Pune,Petrol,Manual,First,5.0,1.79,14.49,10,chevrolet,aveo,14.49,1399.0,92.7,80
Kolkata,Petrol,Manual,First,5.0,2.49,20.51,6,maruti,wagon,20.51,998.0,67.04,40
Jaipur,Petrol,Manual,First,5.0,3.15,25.17,4,renault,kwid,25.17,799.0,53.3,4
Ahmedabad,Diesel,Manual,First,5.0,4.25,22.07,7,volkswagen,polo,22.07,1199.0,73.9,55
Hyderabad,Petrol,Manual,First,5.0,2.75,22.74,6,maruti,alto,22.74,796.0,47.3,58
Kochi,Petrol,Manual,First,5.0,7.14,18.6,3,hyundai,i20,18.6,1197.0,81.83,58
Jaipur,Petrol,Manual,Third,5.0,3.5,17.0,8,hyundai,i20,17.0,1197.0,80.0,71
Chennai,Diesel,Manual,First,5.0,7.3,22.54,3,hyundai,i20,22.54,1396.0,88.73,12
Kolkata,Petrol,Manual,First,5.0,2.75,20.51,6,maruti,wagon,20.51,998.0,67.04,25
Bangalore,Diesel,Manual,Second,5.0,8.2,22.54,3,hyundai,i20,22.54,1396.0,88.73,43
Pune,Diesel,Manual,First,5.0,4.25,20.0,5,ford,figo,20.0,1399.0,68.05,92
Coimbatore,Petrol,Manual,Second,5.0,6.21,18.6,6,maruti,swift,18.6,1197.0,85.8,33
Kochi,Diesel,Manual,First,5.0,4.58,24.0,4,hyundai,grand,24.0,1120.0,70.0,52
Coimbatore,Petrol,Manual,First,5.0,4.09,19.81,6,hyundai,i10,19.81,1086.0,68.05,60
Hyderabad,Petrol,Automatic,First,5.0,4.4,23.1,6,maruti,celerio,23.1,998.0,67.04,33
Mumbai,Diesel,Manual,First,7.0,7.25,20.77,6,maruti,ertiga,20.77,1248.0,88.8,64
Hyderabad,Diesel,Manual,First,5.0,3.2,20.0,7,ford,figo,20.0,1399.0,68.05,51
Mumbai,Petrol,Manual,First,5.0,3.95,16.47,6,volkswagen,polo,16.47,1198.0,74.0,57
Kolkata,Petrol,Manual,First,5.0,1.75,17.92,7,hyundai,santro,17.92,1086.0,62.1,31
Chennai,Diesel,Manual,First,7.0,6.9,24.5,6,honda,mobilio,24.5,1498.0,98.6,23
Coimbatore,Petrol,Manual,First,5.0,7.77,18.6,2,hyundai,i20,18.6,1197.0,81.83,15
Hyderabad,Petrol,Manual,First,5.0,5.35,18.6,6,hyundai,i20,18.6,1197.0,81.83,70
Chennai,Diesel,Manual,Second,7.0,4.5,13.6,9,mahindra,bolero,13.6,2523.0,63.0,99
Mumbai,Petrol,Manual,First,5.0,0.7,17.3,15,maruti,zen,17.3,993.0,60.0,102
Coimbatore,Petrol,Automatic,First,5.0,5.57,18.9,5,hyundai,grand,18.9,1197.0,82.0,61
Jaipur,Diesel,Manual,First,5.0,5.9,25.4,2,hyundai,xcent,25.4,1186.0,73.97,25
Bangalore,Petrol,Manual,First,5.0,2.9,20.36,10,hyundai,i10,20.36,1197.0,78.9,69
Delhi,Petrol,Manual,First,5.0,3.68,19.4,4,honda,brio,19.4,1198.0,86.8,32
Jaipur,Diesel,Manual,First,5.0,6.75,25.1,6,honda,city,25.1,1498.0,98.6,71
Kochi,Diesel,Manual,First,5.0,6.96,25.1,5,honda,city,25.1,1498.0,98.6,80
Jaipur,Petrol,Manual,First,5.0,3.25,21.7,3,renault,kwid,21.7,999.0,67.0,63
Hyderabad,Diesel,Manual,First,5.0,8.65,28.4,2,maruti,swift,28.4,1248.0,74.0,5
Pune,Petrol,Automatic,First,5.0,5.0,23.1,3,maruti,celerio,23.1,998.0,67.04,7
Jaipur,Petrol,Manual,Second,5.0,2.6,20.36,10,hyundai,i10,20.36,1197.0,78.9,66
Kochi,Petrol,Manual,First,5.0,3.41,19.81,6,hyundai,i10,19.81,1086.0,68.05,58
Kolkata,Petrol,Manual,First,5.0,2.7,22.0,9,maruti,dzire,22.0,1197.0,81.8,46
Mumbai,Diesel,Manual,First,5.0,4.25,21.64,7,nissan,sunny,21.64,1461.0,84.8,47
Ahmedabad,Petrol,Manual,First,5.0,3.2,18.9,5,maruti,wagon,18.9,998.0,67.1,51
Bangalore,Diesel,Manual,Second,5.0,6.85,23.4,6,maruti,swift,23.4,1248.0,74.0,25
Delhi,Diesel,Manual,First,5.0,4.5,25.8,5,honda,amaze,25.8,1498.0,98.6,48
Delhi,Diesel,Manual,First,5.0,3.55,28.4,8,maruti,swift,28.4,1248.0,74.0,52
Bangalore,Petrol,Manual,First,5.0,2.66,22.7,4,datsun,redi-go,22.7,799.0,53.64,20
Coimbatore,Diesel,Manual,First,5.0,8.07,26.0,4,honda,city,26.0,1498.0,98.6,60
Coimbatore,Diesel,Manual,First,7.0,7.5,20.77,4,maruti,ertiga,20.77,1248.0,88.76,85
Mumbai,Diesel,Manual,Second,5.0,2.85,19.3,12,maruti,swift,19.3,1248.0,73.9,91
Hyderabad,Diesel,Manual,First,5.0,3.3,21.1,10,maruti,ritz,21.1,1248.0,73.9,79
Bangalore,Petrol,Manual,First,5.0,5.0,19.1,7,maruti,swift,19.1,1197.0,85.8,38
Coimbatore,Diesel,Manual,First,5.0,6.46,22.9,6,maruti,swift,22.9,1248.0,74.0,59
Jaipur,Petrol,Manual,First,5.0,3.75,21.1,3,hyundai,eon,21.1,814.0,55.2,23
Kochi,Petrol,Manual,Third,5.0,1.52,17.3,17,maruti,zen,17.3,993.0,60.0,61
Coimbatore,Petrol,Manual,First,7.0,3.61,15.1,8,maruti,eeco,15.1,1196.0,73.0,56
Hyderabad,Diesel,Manual,First,5.0,3.65,19.3,10,maruti,swift,19.3,1248.0,73.9,130
Mumbai,Diesel,Manual,First,10.0,5.25,14.07,7,tata,sumo,14.07,1978.0,83.1,20
Delhi,Diesel,Manual,First,5.0,2.5,25.0,5,tata,indigo,25.0,1396.0,69.01,150
Bangalore,Petrol,Manual,First,5.0,4.15,23.1,5,maruti,celerio,23.1,998.0,67.04,74
Pune,Petrol,Manual,First,5.0,2.29,17.5,9,skoda,fabia,17.5,1198.0,75.0,47
Chennai,Diesel,Manual,First,5.0,7.0,22.77,5,ford,ecosport,22.77,1498.0,98.59,80
Bangalore,Petrol,Manual,Second,5.0,1.65,18.2,13,maruti,zen,18.2,1061.0,64.0,60
Ahmedabad,Petrol,Manual,First,5.0,8.25,20.73,3,maruti,ciaz,20.73,1373.0,91.1,6
Hyderabad,Petrol,Manual,First,5.0,6.5,17.8,4,honda,amaze,17.8,1198.0,86.7,33
Jaipur,Diesel,Manual,First,5.0,5.75,19.87,5,renault,duster,19.87,1461.0,83.8,91
Kolkata,Petrol,Manual,Second,5.0,2.1,16.47,9,volkswagen,polo,16.47,1198.0,73.9,43
Kolkata,Diesel,Manual,First,5.0,6.5,27.39,4,maruti,baleno,27.39,1248.0,74.0,29
Ahmedabad,Diesel,Manual,First,5.0,7.5,28.09,4,maruti,ciaz,28.09,1248.0,88.5,56
Pune,Petrol,Manual,First,5.0,5.48,17.0,3,volkswagen,ameo,17.0,1198.0,73.75,14
Hyderabad,Petrol,Manual,First,5.0,4.2,18.5,7,maruti,ritz,18.5,1197.0,85.8,35
Jaipur,Diesel,Manual,First,5.0,4.8,23.4,6,maruti,swift,23.4,1248.0,74.0,96
Kochi,Diesel,Manual,First,6.0,5.83,25.32,3,mahindra,kuv,25.32,1198.0,77.0,39
Pune,Petrol,Manual,First,5.0,5.85,21.4,4,maruti,baleno,21.4,1197.0,83.1,14
Mumbai,Diesel,Manual,First,5.0,6.21,27.3,4,honda,jazz,27.3,1498.0,98.6,38
Delhi,Petrol,Manual,First,5.0,3.65,17.0,7,hyundai,i20,17.0,1197.0,80.0,71
Delhi,Diesel,Manual,First,5.0,3.7,23.0,8,hyundai,i20,23.0,1396.0,90.0,71
Kochi,Petrol,Manual,First,5.0,4.85,19.1,4,hyundai,xcent,19.1,1197.0,82.0,48
Coimbatore,Petrol,Automatic,First,5.0,6.93,18.9,3,hyundai,grand,18.9,1197.0,82.0,19
Kolkata,Petrol,Manual,First,5.0,2.6,22.74,4,maruti,alto,22.74,796.0,47.3,26
Kolkata,Petrol,Manual,First,5.0,1.89,18.2,6,chevrolet,sail,18.2,1199.0,82.5,37
Jaipur,Petrol,Manual,Second,5.0,1.8,19.81,12,hyundai,i10,19.81,1086.0,68.05,84
Kolkata,Petrol,Manual,Second,5.0,1.4,17.5,12,maruti,swift,17.5,1298.0,85.8,47
Hyderabad,Diesel,Manual,First,5.0,3.6,21.1,8,maruti,ritz,21.1,1248.0,73.9,96
Jaipur,Petrol,Manual,Second,5.0,1.2,14.4,16,hyundai,accent,14.4,1599.0,94.0,47
Coimbatore,Petrol,Manual,Second,5.0,4.94,17.8,6,honda,amaze,17.8,1198.0,86.7,28
Delhi,Petrol,Manual,Second,5.0,1.25,18.9,13,maruti,wagon,18.9,998.0,67.1,65
Chennai,Diesel,Manual,Second,5.0,4.8,22.07,7,volkswagen,polo,22.07,1199.0,73.9,68
Pune,Petrol,Manual,Second,5.0,3.3,17.0,9,hyundai,i20,17.0,1197.0,80.0,41
Bangalore,Diesel,Manual,First,5.0,2.4,25.44,8,chevrolet,beat,25.44,936.0,57.6,65
Pune,Petrol,Manual,First,5.0,3.1,20.51,6,maruti,wagon,20.51,998.0,67.04,51
Pune,Petrol,Manual,Second,5.0,1.05,15.4,14,maruti,baleno,15.4,1590.0,94.0,146
Bangalore,Diesel,Manual,Second,5.0,7.0,22.77,5,ford,ecosport,22.77,1498.0,98.59,47
Ahmedabad,Petrol,Manual,Second,5.0,2.5,13.2,10,hyundai,accent,13.2,1495.0,94.0,58
Chennai,Petrol,Manual,First,5.0,2.1,20.92,9,maruti,alto,20.92,998.0,67.1,91
Kolkata,Diesel,Manual,First,5.0,5.85,27.3,4,honda,jazz,27.3,1498.0,98.6,27
Delhi,Diesel,Manual,First,5.0,8.9,28.09,3,maruti,ciaz,28.09,1248.0,88.5,26
Mumbai,Petrol,Manual,First,5.0,5.15,20.4,4,maruti,swift,20.4,1197.0,81.8,9
Chennai,Petrol,Manual,Second,5.0,1.65,18.9,10,maruti,wagon,18.9,1061.0,67.0,134
Coimbatore,Diesel,Automatic,First,5.0,8.08,26.59,3,maruti,swift,26.59,1248.0,74.0,24
Pune,Petrol,Automatic,First,5.0,4.5,18.9,6,hyundai,grand,18.9,1197.0,82.0,37
Chennai,Petrol,Manual,Second,5.0,4.3,16.95,7,nissan,sunny,16.95,1498.0,97.7,55
Hyderabad,Petrol,Manual,First,5.0,2.6,19.0,10,maruti,a-star,19.0,998.0,66.1,81
Hyderabad,Petrol,Manual,First,5.0,4.45,25.17,2,renault,kwid,25.17,799.0,53.3,1
Chennai,Petrol,Manual,Second,5.0,1.75,18.9,12,maruti,wagon,18.9,1061.0,67.0,55
Jaipur,Diesel,Manual,First,5.0,2.8,25.0,4,tata,indigo,25.0,1396.0,69.01,65
Hyderabad,Diesel,Manual,First,5.0,6.2,22.54,5,hyundai,i20,22.54,1396.0,88.73,26
Kochi,Petrol,Manual,First,8.0,3.8,16.8,1,maruti,omni,16.8,796.0,34.2,11
Hyderabad,Diesel,Manual,First,5.0,6.1,25.2,6,maruti,swift,25.2,1248.0,74.0,81
Coimbatore,Diesel,Manual,First,5.0,11.65,23.0,1,ford,ecosport,23.0,1498.0,98.96,23
Mumbai,Petrol,Automatic,First,5.0,4.15,16.5,6,honda,brio,16.5,1198.0,86.8,26
Kolkata,Petrol,Manual,First,5.0,2.25,18.5,10,hyundai,i20,18.5,1197.0,80.0,18
Kochi,Diesel,Manual,First,5.0,8.51,26.59,1,maruti,swift,26.59,1248.0,74.0,18
Pune,Petrol,Manual,First,5.0,1.85,13.7,10,tata,manza,13.7,1368.0,88.8,75
Kolkata,Diesel,Manual,Second,5.0,2.5,22.9,8,maruti,swift,22.9,1248.0,74.0,82
Chennai,Diesel,Manual,First,5.0,4.75,22.07,7,volkswagen,polo,22.07,1199.0,73.9,60
Bangalore,Diesel,Manual,First,5.0,5.5,23.0,6,hyundai,i20,23.0,1396.0,90.0,67
Kochi,Diesel,Manual,First,5.0,2.47,25.44,6,chevrolet,beat,25.44,936.0,57.6,52
Kochi,Petrol,Manual,First,5.0,3.3,16.2,6,chevrolet,spark,16.2,995.0,62.1,36
Coimbatore,Diesel,Manual,First,5.0,6.99,24.4,4,hyundai,xcent,24.4,1120.0,71.0,14
Pune,Petrol,Manual,Second,5.0,2.3,18.06,10,nissan,micra,18.06,1198.0,75.0,85
Coimbatore,Petrol,Manual,First,5.0,4.57,18.6,7,maruti,swift,18.6,1197.0,85.8,61
Chennai,Diesel,Manual,First,5.0,3.5,24.4,4,hyundai,xcent,24.4,1120.0,71.0,80
Coimbatore,Petrol,Manual,First,5.0,5.88,18.9,4,hyundai,grand,18.9,1197.0,82.0,44
Kolkata,Petrol,Manual,First,5.0,4.6,18.5,5,hyundai,i20,18.5,1197.0,80.0,35
Kolkata,Diesel,Manual,First,5.0,4.9,22.77,7,ford,ecosport,22.77,1498.0,98.59,44
Kolkata,Diesel,Manual,First,5.0,3.8,22.07,6,volkswagen,polo,22.07,1199.0,73.9,35
Hyderabad,Diesel,Manual,First,5.0,7.2,22.7,7,ford,ecosport,22.7,1498.0,89.84,69
Hyderabad,Petrol,Manual,First,5.0,4.5,14.4,3,tata,indigo,14.4,1396.0,65.0,23
Delhi,Diesel,Manual,First,5.0,4.15,26.59,6,maruti,swift,26.59,1248.0,74.0,68
Coimbatore,Diesel,Manual,First,5.0,7.94,25.1,4,maruti,s-cross,25.1,1248.0,88.5,74
Delhi,Petrol,Manual,First,5.0,3.7,18.9,4,maruti,wagon,18.9,998.0,67.1,22
Chennai,Diesel,Manual,Third,5.0,1.5,25.44,9,chevrolet,beat,25.44,936.0,57.6,109
